id,label
1220,2
1221,1
1222,1
1223,1
1224,0
1225,2
1226,0
1227,2
1228,1
1229,0
1230,1
1231,0
1232,1
1233,2
1234,1
1235,2
1236,1
1237,1
1238,2
1239,2
1240,0
1241,1
1242,0
1243,0
1244,2
1245,2
1246,1
1247,0
1248,1
1249,0
1250,2
1251,1
1252,0
1253,2
1254,0
1255,1
1256,2
1257,0
1258,0
1259,1
1260,1
1261,1
1262,2
1263,2
1264,1
1265,2
1266,0
1267,1
1268,2
1269,2
1270,1
1271,1
1272,2
1273,2
1274,1
1275,2
1276,0
1277,2
1278,0
1279,0
1280,2
1281,2
1282,1
1283,0
1284,2
1285,0
1286,1
1287,0
1288,2
1289,2
1290,0
1291,1
1292,0
1293,2
1294,1
1295,0
1296,0
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,0
1304,0
1305,2
1306,1
1307,2
1308,2
1309,0
1310,0
1311,0
1312,0
1313,2
1314,1
1315,2
1316,2
1317,0
1318,1
1319,2
1320,0
1321,0
1322,1
1323,2
1324,1
1325,1
1326,1
1327,2
1328,0
1329,1
1330,1
1331,2
1332,2
1333,0
1334,0
1335,1
1336,1
1337,2
1338,1
1339,2
1340,1
1341,2
1342,1
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,1
1351,2
1352,1
1353,2
1354,1
1355,2
1356,1
1357,0
1358,2
1359,1
1360,1
1361,0
1362,2
1363,2
1364,2
1365,0
1366,2
1367,2
1368,1
1369,1
1370,0
1371,2
1372,1
1373,0
1374,2
1375,0
1376,2
1377,1
1378,2
1379,2
1380,2
1381,2
1382,0
1383,2
1384,0
1385,2
1386,2
1387,0
1388,1
1389,1
1390,0
1391,2
1392,1
1393,2
1394,0
1395,0
1396,1
1397,1
1398,2
1399,1
1400,0
1401,0
1402,0
1403,2
1404,1
1405,2
1406,2
1407,1
1408,0
1409,1
1410,1
1411,1
1412,2
1413,1
1414,0
1415,1
1416,0
1417,0
1418,0
1419,2
1420,2
1421,2
1422,1
1423,2
1424,1
1425,0
1426,1
1427,0
1428,1
1429,2
1430,0
1431,1
1432,1
1433,2
1434,2
1435,2
1436,1
1437,2
1438,1
1439,2
1440,1
1441,0
1442,2
1443,0
1444,1
1445,0
1446,2
1447,2
1448,1
1449,2
1450,0
1451,2
1452,0
1453,2
1454,1
1455,2
1456,1
1457,2
1458,1
